Current Date: 18-Sep-2022
Instrument Serial Number: EC202906C1
Software Name: InCyte
Version Number: 4.0


  Well ,  Sample ID ,  Date , Syms.Percent Percent for SymPop gated by Syms  (%) , Syms.Count Count for SymPop gated by Syms, Syms.Concentration Concentration for SymPop gated by Syms  (cells/mL) , Per.Mean Mean for SymPop gated by Syms, Per.Median Median for SymPop gated by Syms, Per.PercentCV % CV for SymPop gated by Syms  (%) , Chl.Mean Mean for SymPop gated by Syms, Chl.Median Median for SymPop gated by Syms, Chl.PercentCV % CV for SymPop gated by Syms  (%) , Flavin.Mean Mean for SymPop gated by Syms, Flavin.Median Median for SymPop gated by Syms, Flavin.PercentCV % CV for SymPop gated by Syms  (%) ,
 C09, 183-Rep 002, 09.18.2022, 100, 1327, 18878.9340096556, 4346.22324189172, 3899.21508422979, 68.1143179815032, 6582.32292293036, 6619.36785919874, 63.9792530676772, 53.9896840764123, 58.6280416474149, 73.8485562546953,
 C10, 183-Rep 001, 09.18.2022, 100, 1074, 15278.303063763, 4245.45649230128, 3724.69689294441, 71.2569119154139, 6366.27076306298, 5950.57293435831, 66.7001699519674, 57.5913686803931, 60.4721174434152, 88.3058767100869,
 C10, 183-Rep 002, 09.18.2022, 100, 824, 11722.6222091404, 4080.56148279132, 3543.2535991191, 69.410633989116, 6137.47305060027, 5741.33880464081, 67.565644115802, 56.498989581701, 58.8253970272663, 126.477107276198,
 C11, 183-Rep 001, 09.18.2022, 100, 2512, 51847.6872892565, 5003.11264945647, 4787.51049810732, 65.2456969033787, 7544.48094338703, 8649.90309158749, 56.5120203946419, 56.571164488378, 62.8681845898456, 76.5012173107038,
 C11, 183-Rep 002, 09.18.2022, 100, 2355, 43134.2152452226, 4702.4663331086, 4350.764139934, 66.0769964789451, 7070.62016558898, 7938.49748934042, 58.8879242673146, 53.7584020494846, 59.9633042209883, 75.6474716580663,
 C12, 183-Rep 001, 09.18.2022, 100, 2558, 51331.3847692675, 4910.36592221571, 4674.39510046962, 65.2398321432645, 7324.75454493405, 8392.02921770036, 60.2809593625466, 55.615637534232, 60.8082476390952, 90.1635946234558,
 C12, 183-Rep 002, 09.18.2022, 100, 2456, 43329.9313065201, 4628.01893919902, 4274.06161180566, 65.5856302825544, 6872.49389535304, 7904.79854227266, 57.4272997549068, 54.0833193498487, 60.5245430822826, 93.5928521958764,
 D01, 187-Rep 001, 09.18.2022, 100, 3034, 43371.0816288187, 5419.79481589269, 5887.60233591597, 53.7950942607775, 7802.25886006572, 9243.9533306246, 48.7161408118188, 69.9624232550235, 76.2793650302774, 77.540285583663,
 D01, 187-Rep 002, 09.18.2022, 100, 3308, 62070.4543636075, 5176.77019958098, 5552.38607309631, 56.6773706516672, 7748.20551771658, 9256.55741252499, 49.7898383830748, 68.1951479636525, 75.2401382651455, 116.916678292535,
 D02, 187-Rep 001, 09.18.2022, 100, 3085, 43818.8293118254, 5236.85330978392, 5714.82047552522, 55.7798460000643, 7782.49137533793, 9346.6076161258, 50.4819072476969, 69.7361883502597, 75.4960869616261, 389.351406131067,
 D02, 187-Rep 002, 09.18.2022, 100, 2923, 41523.178813968, 5101.18661306626, 5550.32286322588, 56.9395812676891, 7629.73736027079, 9202.43401070492, 50.7542592217593, 66.0527940602569, 73.2634685711808, 94.7977571480646,
 D03, 187-Rep 001, 09.18.2022, 100, 3584, 98445.7896860108, 5578.60752828487, 6108.83352488268, 54.9698858314636, 8092.72552729846, 9476.3518662592, 48.7303183677757, 68.9693283584501, 75.0890303416041, 137.812253259641,
 D03, 187-Rep 002, 09.18.2022, 100, 3607, 101932.220805809, 5557.56523147305, 5996.61517473898, 54.9118661073065, 8143.60060343729, 9475.90447740377, 46.7718615820348, 68.7777509071913, 75.3141523674767, 196.349126249306,
 D04, 187-Rep 001, 09.18.2022, 100, 3198, 48963.0243287549, 5214.44794248623, 5534.35820027237, 55.712758087398, 7501.76972135966, 8913.1806961826, 49.828318579874, 66.2095642624407, 71.906615275925, 106.842771912119,
 D04, 187-Rep 002, 09.18.2022, 100, 2585, 36713.456868097, 5118.11585686901, 5409.1796897984, 55.9599822017143, 7467.24053993854, 8863.69227011833, 48.5553361290763, 64.9245764386893, 70.5836866276539, 177.38412368791,
 D05, 188-Rep 001, 09.18.2022, 100, 3732, 152431.089157521, 5786.04441835402, 6351.33512072997, 55.9489436349239, 8021.86291032359, 9421.09330520555, 49.8752103905297, 66.8587489844813, 72.3969433062569, 120.251621429582,
 D05, 188-Rep 002, 09.18.2022, 100, 937, 13266.3419707519, 5727.26814295837, 6342.97939533577, 54.1043025972311, 7975.03778887952, 9412.12418681761, 45.2327243095344, 66.8345171357353, 75.0890303416041, 120.778730742603,
 D06, 188-Rep 001, 09.18.2022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 D06, 188-Rep 002, 09.18.2022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 D07, 188-Rep 001, 09.18.2022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 D07, 188-Rep 002, 09.18.2022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 D08, 188-Rep 001, 09.18.2022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 D08, 188-Rep 002, 09.18.2022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 D09, 189-Rep 001, 09.18.2022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 D09, 189-Rep 002, 09.18.2022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 D10, 189-Rep 001, 09.18.2022, 100, 1, 14.1455750833365, 8066.92468165298, 8066.92468165298, 0, 5578.50283641421, 5578.50283641421, 0, 0, 1, 0,
 D10, 189-Rep 002, 09.18.2022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 D11, 189-Rep 001, 09.18.2022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 D11, 189-Rep 002, 09.18.2022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 D12, 189-Rep 001, 09.18.2022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 D12, 189-Rep 002, 09.18.2022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
