Current Date: 18-Sep-2022
Instrument Serial Number: EC202906C1
Software Name: InCyte
Version Number: 4.0


  Well ,  Sample ID ,  Date , Syms.Percent Percent for SymPop gated by Syms  (%) , Syms.Count Count for SymPop gated by Syms, Syms.Concentration Concentration for SymPop gated by Syms  (cells/mL) , Per.Mean Mean for SymPop gated by Syms, Per.Median Median for SymPop gated by Syms, Per.PercentCV % CV for SymPop gated by Syms  (%) , Chl.Mean Mean for SymPop gated by Syms, Chl.Median Median for SymPop gated by Syms, Chl.PercentCV % CV for SymPop gated by Syms  (%) , Flavin.Mean Mean for SymPop gated by Syms, Flavin.Median Median for SymPop gated by Syms, Flavin.PercentCV % CV for SymPop gated by Syms  (%) ,
 B03, 199-Rep 002, 09.18.2022, 100, 4404, 92014.8543945965, 6253.56230371103, 6438.64173033577, 55.018436818406, 7714.58659349664, 8920.5332378175, 50.1277685358583, 68.6726461897298, 70.161216694426, 108.018566508208,
 B04, 199-Rep 001, 09.18.2022, 100, 4395, 84592.2714762923, 6310.14833096071, 6471.70133952394, 55.0062067991799, 7827.56554098206, 8959.45257718417, 50.7049638687236, 69.4638546770238, 70.1057163454802, 132.777885616551,
 B04, 199-Rep 002, 09.18.2022, 100, 4391, 100662.185826934, 6285.47762088532, 6482.71024967583, 55.624471730413, 7743.34682361955, 8910.01539055666, 50.0458741975549, 70.6555433967523, 71.9960427514106, 97.1116039878857,
 B05, 200-Rep 001, 09.18.2022, 100, 4202, 59610.3727911645, 5967.68336130531, 6475.96258324121, 57.332885303922, 6883.51932027725, 7710.26358689464, 52.5669213863283, 59.2022591896453, 58.8346499605614, 107.265116403095,
 B05, 200-Rep 002, 09.18.2022, 100, 4160, 63620.0250679383, 5890.23010565074, 6375.5338201202, 55.7576619780994, 6812.64134599892, 7660.51613849265, 53.2036279036721, 59.3083845272925, 59.1152685676522, 95.4557912926616,
 B06, 200-Rep 001, 09.18.2022, 100, 4310, 78128.1466876713, 6027.93246755605, 6637.38009897165, 57.965273629799, 6972.74035314943, 7940.85991415329, 55.4434504883354, 58.6099645377018, 58.1808955954161, 126.314674825757,
 B06, 200-Rep 002, 09.18.2022, 100, 4362, 95768.0054114977, 5928.35038601458, 6403.64137419889, 55.677679620092, 6878.08769746633, 7749.6311869485, 51.7436616067048, 58.2724532199271, 58.4245162554344, 113.111671739646,
 B07, 200-Rep 001, 09.18.2022, 100, 4224, 62332.8852364377, 6002.56730975031, 6629.53966917595, 56.3723851937337, 6685.61173592313, 7529.18702279338, 52.915899712224, 59.8794210902291, 58.0297919301553, 155.994329141871,
 B07, 200-Rep 002, 09.18.2022, 100, 4268, 79652.8403314749, 5787.97859368273, 6316.69145799554, 56.4911106249587, 6563.78638801674, 7483.62693126771, 52.0834976855037, 58.4542509151375, 58.122299080752, 123.418731711936,
 B08, 200-Rep 001, 09.18.2022, 100, 4301, 83039.0395925491, 6034.71378185973, 6719.6891918625, 56.1456849585137, 6924.97523262105, 7767.5287491464, 52.7292171244166, 60.0891250318293, 59.220119872986, 154.118872987695,
 B08, 200-Rep 002, 09.18.2022, 100, 4325, 86253.0787971137, 5940.32157220475, 6641.63375584094, 55.8207219203142, 6836.46128997927, 7712.25324702249, 52.1914457660837, 59.9515136442726, 59.5624179336785, 116.693171682192,
 B09, 201-Rep 001, 09.18.2022, 100, 3992, 56672.4155031058, 5386.00496702325, 5722.60003691657, 55.2341066757649, 6734.3047453192, 7534.77327166366, 51.8115779057555, 65.4951454439586, 65.6774722376055, 175.356264895308,
 B09, 201-Rep 002, 09.18.2022, 100, 3880, 55051.5766948878, 5305.36883680682, 5580.12006090255, 54.0291900173261, 6681.74865358418, 7450.05912614263, 50.4496998632068, 64.7230238939057, 65.578790276295, 187.921429154416,
 B10, 201-Rep 001, 09.18.2022, 100, 4160, 68340.2555187371, 5380.3015073519, 5638.38414508475, 53.9755820076169, 6857.83076191106, 7566.84076130549, 50.1749859323515, 67.6517711288862, 67.7929086990481, 142.010221260026,
 B10, 201-Rep 002, 09.18.2022, 100, 4137, 65755.138607104, 5261.6696758128, 5581.40069611647, 55.0447575647993, 6701.79786246947, 7471.3079098363, 50.8538492512254, 66.4491824368714, 66.0166724788833, 160.178697977262,
 B11, 201-Rep 001, 09.18.2022, 100, 3851, 54656.2573183167, 5212.69346123996, 5508.54487757636, 53.0209954718106, 7016.09937690391, 7831.65710479263, 50.3245762784115, 68.7492279506185, 68.0827949825931, 110.433379796576,
 B11, 201-Rep 002, 09.18.2022, 100, 3600, 51133.4345468656, 5106.98080606231, 5431.37778067708, 53.7908131321087, 6799.59287832767, 7539.86280214524, 50.2355618453534, 66.8439369919045, 66.223283280037, 103.784554683756,
