Current Date: 18-Sep-2022
Instrument Serial Number: EC202906C1
Software Name: InCyte
Version Number: 4.0


  Well ,  Sample ID ,  Date , Syms.Percent Percent for SymPop gated by Syms  (%) , Syms.Count Count for SymPop gated by Syms, Syms.Concentration Concentration for SymPop gated by Syms  (cells/mL) , Per.Mean Mean for SymPop gated by Syms, Per.Median Median for SymPop gated by Syms, Per.PercentCV % CV for SymPop gated by Syms  (%) , Chl.Mean Mean for SymPop gated by Syms, Chl.Median Median for SymPop gated by Syms, Chl.PercentCV % CV for SymPop gated by Syms  (%) , Flavin.Mean Mean for SymPop gated by Syms, Flavin.Median Median for SymPop gated by Syms, Flavin.PercentCV % CV for SymPop gated by Syms  (%) ,
 B04, 151-Rep 002, 09.18.2022, 100, 4439, 109106.995620367, 8889.81478786394, 10692.2813342874, 47.1725965342018, 9845.69630570023, 10774.3498019287, 44.5217999245813, 82.0835074214536, 81.4292043738671, 126.733057088765,
 B05, 152-Rep 001, 09.18.2022, 100, 4458, 105827.053513515, 9740.78162179443, 11482.8836496065, 48.2054296963382, 9876.59362604184, 10664.3188317666, 50.4186515275899, 78.8766642803397, 79.3384225815582, 177.993005347052,
 B05, 152-Rep 002, 09.18.2022, 100, 4444, 121343.816589237, 9778.56187578, 11471.9957399347, 48.7204350423581, 10156.7795486987, 10882.4328975879, 51.102217095122, 79.4429500573781, 80.9759090356444, 154.477841571389,
 B06, 152-Rep 001, 09.18.2022, 100, 4366, 105224.17713077, 9664.16584420057, 11499.361150085, 51.3121523763776, 9896.76174995198, 10723.58984337, 52.5235325346816, 79.2468523142847, 80.3375661754089, 137.639058260999,
 B06, 152-Rep 002, 09.18.2022, 100, 4428, 119999.256432506, 9646.97061813963, 11490.6400192071, 48.8009257503399, 10137.0939271299, 10990.5262031602, 48.2078931539084, 79.1597396773659, 79.844156525201, 177.342272805164,
 B07, 152-Rep 001, 09.18.2022, 100, 4312, 145594.323449494, 10010.7033781219, 11699.4332904562, 52.033123169324, 10411.157648405, 11170.9222059204, 55.3577662182147, 83.3461620559537, 83.408976564597, 196.358389130889,
 B07, 152-Rep 002, 09.18.2022, 100, 4408, 147882.019840402, 9742.35686615265, 11602.5704599545, 48.0925431390314, 10199.8600785055, 11024.584058096, 48.203948954748, 79.1813926600045, 80.6983477874259, 175.715041273409,
 B08, 152-Rep 001, 09.18.2022, 100, 4402, 113750.002017193, 9422.93851856304, 11209.5383364017, 50.112886611021, 9723.51014891136, 10684.8761634371, 50.3578004463431, 77.3343777121488, 78.6106644714246, 175.049050762371,
 B08, 152-Rep 002, 09.18.2022, 100, 4357, 119841.541070952, 9368.40309468508, 11171.1920436867, 50.1100207237258, 9773.43334474397, 10640.307377261, 52.1218388064125, 78.2288473114897, 78.6785127740906, 196.741938713368,
 B09, 153-Rep 001, 09.18.2022, 100, 4467, 128136.693745643, 9877.81631958546, 11463.0688133285, 46.3788028710664, 10260.3011186182, 11034.6353986488, 48.7176366002287, 84.7888207359007, 85.9407175735481, 148.605716228097,
